X,Y,Z,__index,__rangexy,return_idx,num_returns,reflectance,elongation,Normal change rate (1),Number of neighbors (r=1),Surface density (r=1),Eigenentropy (1),Anisotropy (1),Planarity (1),Linearity (1),Surface variation (1),Sphericity (1),Verticality (1),3rd eigenvalue (1),Noise
3.88499999,-1.21800005,-0.00400000,57695.000000,4.071000,0.000000,2.000000,160.000000,11.000000,0.061002,5179.000000,1648.526855,0.606852,0.872124,0.840492,0.031632,0.061002,0.127875,0.065001,0.017288,1.000000
4.42999983,-1.76800001,0.02400000,57788.000000,4.770000,0.000000,1.000000,212.000000,14.000000,0.043084,5072.000000,1614.467651,0.684958,0.910249,0.903670,0.006579,0.043084,0.089751,0.070654,0.016252,1.000000
3.63899994,-1.51300001,-0.14399999,57794.000000,3.941000,0.000000,1.000000,202.000000,13.000000,0.061354,5663.000000,1802.588867,0.629488,0.879015,0.729958,0.149057,0.061354,0.120985,0.057644,0.018681,1.000000
5.16400003,-2.91100001,-0.02000000,57942.000000,5.928000,0.000000,1.000000,254.000000,15.000000,0.028988,3764.000000,1198.118408,0.735894,0.941538,0.899858,0.041680,0.028988,0.058462,0.075648,0.013789,1.000000
4.87200022,-2.90400004,-0.24100000,57956.000000,5.671000,0.000000,1.000000,234.000000,15.000000,0.017925,4406.000000,1402.473267,0.727824,0.964189,0.926237,0.037953,0.017925,0.035811,0.068895,0.008813,1.000000
5.22800016,-3.06100011,-0.01100000,57962.000000,6.058000,0.000000,1.000000,254.000000,15.000000,0.030245,3632.000000,1156.101440,0.742661,0.939131,0.890835,0.048295,0.030245,0.060869,0.076265,0.014673,1.000000
4.02199984,-2.53200006,0.00400000,58003.000000,4.752000,0.000000,2.000000,12.000000,5.000000,0.112355,3824.000000,1217.216919,0.684078,0.754742,0.692372,0.062370,0.112355,0.245258,0.071507,0.037011,1.000000
3.64000010,-2.43899989,-0.07200000,58031.000000,4.382000,0.000000,2.000000,15.000000,7.000000,0.143934,3786.000000,1205.121216,0.638889,0.668921,0.638064,0.030857,0.143934,0.331079,0.065358,0.040411,1.000000
2.33400011,-1.56799996,-0.05300000,58036.000000,2.812000,0.000000,2.000000,37.000000,8.000000,0.172094,133.000000,42.335213,0.840331,0.650299,0.332634,0.317665,0.172094,0.349701,0.084960,0.082442,1.000000
5.65100002,-3.77999997,0.17700000,58046.000000,6.799000,0.000000,1.000000,254.000000,15.000000,0.037339,2719.000000,865.484558,0.749936,0.924058,0.881961,0.042097,0.037339,0.075942,0.075324,0.017986,1.000000
6.12699986,-4.36399984,0.22400001,58082.000000,7.522000,0.000000,1.000000,254.000000,15.000000,0.028753,2200.000000,700.281738,0.743949,0.941847,0.906198,0.035648,0.028753,0.058153,0.069945,0.014129,1.000000
4.59000015,-3.74399996,-0.14600000,58135.000000,5.924000,0.000000,1.000000,254.000000,15.000000,0.048082,3620.000000,1152.281738,0.749728,0.901563,0.850391,0.051172,0.048082,0.098437,0.074837,0.022153,1.000000
2.60899997,-2.08500004,0.04400000,58146.000000,3.340000,0.000000,2.000000,64.000000,8.000000,0.190245,166.000000,52.839439,0.846693,0.557386,0.441317,0.116069,0.190245,0.442614,0.239183,0.089430,1.000000
5.30999994,-4.20800018,0.24400000,58147.000000,6.775000,0.000000,1.000000,254.000000,15.000000,0.078887,2373.000000,755.349365,0.756860,0.834284,0.769236,0.065048,0.078887,0.165716,0.082105,0.034019,1.000000
2.52200007,-2.05699992,-0.02200000,58150.000000,3.255000,0.000000,2.000000,2.000000,4.000000,0.184170,161.000000,51.247890,0.840161,0.580140,0.440023,0.140117,0.184170,0.419860,0.274775,0.085665,1.000000
2.48099995,-2.03699994,-0.02100000,58155.000000,3.210000,0.000000,2.000000,7.000000,5.000000,0.176854,153.000000,48.701412,0.827539,0.584989,0.516609,0.068379,0.176854,0.415011,0.275331,0.079951,1.000000
4.20800018,-3.54800010,-0.12400000,58158.000000,5.504000,0.000000,1.000000,254.000000,15.000000,0.069856,3603.000000,1146.870483,0.734618,0.850490,0.841222,0.009268,0.069856,0.149510,0.077273,0.028720,1.000000
3.21799994,-2.66700006,-0.01800000,58160.000000,4.180000,0.000000,2.000000,76.000000,9.000000,0.227320,1316.000000,418.895813,0.607923,0.570526,0.030344,0.540183,0.227320,0.429474,0.685065,0.057971,1.000000
2.55299997,-2.27399993,-0.07100000,58196.000000,3.419000,0.000000,2.000000,6.000000,4.000000,0.209894,169.000000,53.794369,0.877815,0.505028,0.368254,0.136774,0.209894,0.494972,0.108375,0.105386,1.000000
3.99399996,-3.70300007,0.13699999,58239.000000,5.446000,0.000000,2.000000,8.000000,5.000000,0.299494,1689.000000,537.625366,0.690941,0.174701,0.105050,0.069651,0.299494,0.825299,0.846951,0.090099,1.000000
5.13999987,-4.99900007,0.21300000,58268.000000,7.169000,0.000000,2.000000,2.000000,1.000000,0.094625,1959.000000,623.569031,0.756201,0.803453,0.684013,0.119440,0.094625,0.196547,0.083351,0.039455,1.000000
4.17600012,-4.44299984,0.22100000,58324.000000,6.097000,0.000000,2.000000,162.000000,11.000000,0.296785,1313.000000,417.940857,0.698604,0.237871,0.043689,0.194183,0.296785,0.762129,0.983186,0.091343,1.000000
6.08799982,-6.50699997,0.52100003,58339.000000,8.911000,0.000000,2.000000,5.000000,3.000000,0.080036,937.000000,298.256348,0.780518,0.839329,0.686141,0.153188,0.080036,0.160671,0.084871,0.037187,1.000000
3.12299991,-3.40100002,0.17100000,58343.000000,4.618000,0.000000,2.000000,26.000000,7.000000,0.243132,143.000000,45.518314,0.911057,0.432398,0.199343,0.233055,0.243132,0.567602,0.025245,0.130963,1.000000
4.40500021,-4.87500000,0.25999999,58352.000000,6.571000,0.000000,2.000000,18.000000,7.000000,0.295720,1341.000000,426.853546,0.732736,0.204466,0.099089,0.105377,0.295720,0.795534,0.196442,0.099014,1.000000
4.78599977,-5.27400017,0.42899999,58362.000000,7.122000,0.000000,2.000000,10.000000,6.000000,0.294364,1010.000000,321.492981,0.723768,0.226670,0.080461,0.146209,0.294364,0.773330,0.895948,0.096467,1.000000
4.49700022,-5.32600021,0.03000000,58371.000000,6.971000,0.000000,2.000000,3.000000,2.000000,0.090486,1950.000000,620.704285,0.751447,0.805029,0.764772,0.040257,0.090486,0.194971,0.067881,0.037429,1.000000
3.69700003,-5.04300022,0.10100000,58456.000000,6.253000,0.000000,2.000000,5.000000,5.000000,0.274851,884.000000,281.385925,0.663376,0.347549,0.068935,0.278613,0.274851,0.652451,0.656872,0.077821,1.000000
4.67600012,-6.43200016,0.14000000,58461.000000,7.952000,0.000000,2.000000,4.000000,3.000000,0.079522,990.000000,315.126770,0.707084,0.832090,0.775677,0.056414,0.079522,0.167909,0.101415,0.029473,1.000000
4.79600000,-6.29899979,0.59399998,58473.000000,7.917000,0.000000,2.000000,8.000000,5.000000,0.162258,250.000000,79.577469,0.721009,0.732743,0.112602,0.620141,0.162258,0.267257,0.856266,0.061213,1.000000
3.52399993,3.08599997,0.20400000,58806.000000,4.684000,0.000000,2.000000,16.000000,6.000000,0.235858,1381.000000,439.585938,0.433172,0.507834,0.102375,0.405460,0.235858,0.492166,0.050616,0.034293,1.000000
3.66000009,2.69600010,0.05800000,58916.000000,4.545000,0.000000,2.000000,27.000000,6.000000,0.244372,1949.000000,620.385925,0.516067,0.505032,0.035535,0.469496,0.244372,0.494968,0.398839,0.046750,1.000000
3.17400002,2.25399995,-0.12300000,58951.000000,3.893000,0.000000,2.000000,12.000000,5.000000,0.180283,899.000000,286.160583,0.612535,0.620758,0.345114,0.275644,0.180283,0.379242,0.750023,0.046174,1.000000
2.44099998,1.56799996,0.06900000,58987.000000,2.901000,0.000000,2.000000,117.000000,9.000000,0.202505,96.000000,30.557749,0.867940,0.562653,0.284993,0.277660,0.202505,0.437347,0.035756,0.100775,1.000000
3.33699989,2.00900006,-0.07200000,59038.000000,3.895000,0.000000,2.000000,134.000000,10.000000,0.202838,1154.000000,367.329590,0.546951,0.603770,0.160969,0.442801,0.202838,0.396230,0.959594,0.043128,1.000000
5.77299976,3.35200000,0.15300000,59048.000000,6.676000,0.000000,1.000000,214.000000,14.000000,0.007551,4012.000000,1277.059204,0.707962,0.985112,0.941983,0.043129,0.007551,0.014888,0.112289,0.003695,1.000000
4.23899984,2.40100002,0.10200000,59061.000000,4.872000,0.000000,2.000000,34.000000,7.000000,0.132643,2903.000000,924.053589,0.614977,0.726475,0.515062,0.211413,0.132643,0.273525,0.060229,0.035315,1.000000
4.97399998,2.76999998,0.00200000,59076.000000,5.693000,0.000000,1.000000,252.000000,15.000000,0.020830,4867.000000,1549.214233,0.710452,0.959997,0.840419,0.119578,0.020830,0.040003,0.082107,0.009411,1.000000
5.71899986,3.04999995,0.12700000,59093.000000,6.482000,0.000000,1.000000,154.000000,15.000000,0.012709,4090.000000,1301.887451,0.719610,0.975217,0.900379,0.074838,0.012709,0.024783,0.094793,0.006275,1.000000
2.59200001,1.11600006,-0.03300000,59197.000000,2.822000,0.000000,2.000000,34.000000,7.000000,0.182956,114.000000,36.287327,0.873534,0.613632,0.339067,0.274565,0.182956,0.386368,0.061856,0.094332,1.000000
4.53299999,1.94400001,-0.04300000,59201.000000,4.933000,0.000000,1.000000,254.000000,15.000000,0.051498,4618.000000,1469.954956,0.688850,0.893347,0.857707,0.035640,0.051498,0.106653,0.062962,0.019218,1.000000
2.64199996,1.09899998,-0.09400000,59217.000000,2.862000,0.000000,2.000000,22.000000,7.000000,0.196403,121.000000,38.515495,0.885259,0.579861,0.298885,0.280976,0.196403,0.420139,0.046779,0.103149,1.000000
2.64599991,1.09000003,-0.09500000,59222.000000,2.862000,0.000000,2.000000,26.000000,7.000000,0.190956,123.000000,39.152115,0.887097,0.601527,0.289780,0.311746,0.190956,0.398473,0.049730,0.101871,1.000000
3.78099990,1.54999995,-0.12800001,59227.000000,4.086000,0.000000,2.000000,2.000000,1.000000,0.103817,4484.000000,1427.301514,0.622300,0.795072,0.564069,0.231003,0.103817,0.204928,0.053360,0.029131,1.000000
4.00299978,1.39300001,-0.05700000,59288.000000,4.238000,0.000000,2.000000,9.000000,4.000000,0.091297,4619.000000,1470.273315,0.639562,0.819434,0.616669,0.202765,0.091297,0.180566,0.057284,0.027348,1.000000
2.79500008,0.74800003,-0.05500000,59374.000000,2.894000,0.000000,2.000000,11.000000,4.000000,0.178220,136.000000,43.290142,0.903149,0.603332,0.432385,0.170947,0.178220,0.396668,0.083126,0.099519,1.000000
3.57299995,0.95400000,-0.22100000,59381.000000,3.698000,0.000000,2.000000,4.000000,2.000000,0.087981,5090.000000,1620.197266,0.594536,0.834796,0.547309,0.287486,0.087981,0.165204,0.053665,0.023285,1.000000
5.39900017,1.39199996,-0.21200000,59390.000000,5.576000,0.000000,1.000000,200.000000,14.000000,0.008273,5105.000000,1624.971924,0.710627,0.983614,0.947999,0.035615,0.008273,0.016386,0.076967,0.004069,1.000000
4.20599985,1.03699994,-0.17000000,59402.000000,4.332000,0.000000,1.000000,254.000000,15.000000,0.029705,6465.000000,2057.873291,0.673369,0.939887,0.903436,0.036451,0.029705,0.060113,0.065486,0.011264,1.000000
1.70899999,0.38499999,-0.11700000,59426.000000,1.752000,0.000000,2.000000,4.000000,2.000000,0.116230,43.000000,13.687325,0.668130,0.835593,0.085684,0.749909,0.116230,0.164407,0.102119,0.043541,1.000000
3.06800008,0.36500001,-0.20200001,59551.000000,3.089000,0.000000,2.000000,24.000000,6.000000,0.194408,1974.000000,628.343689,0.483278,0.587955,0.295393,0.292561,0.194408,0.412045,0.167578,0.033632,1.000000
4.89900017,0.54100001,-0.10500000,59561.000000,4.929000,0.000000,1.000000,198.000000,13.000000,0.018687,5857.000000,1864.340942,0.705092,0.964423,0.832698,0.131725,0.018687,0.035577,0.071419,0.008376,1.000000
4.38399982,0.44900000,-0.28299999,59571.000000,4.407000,0.000000,1.000000,224.000000,14.000000,0.013277,7682.000000,2445.256592,0.691394,0.974483,0.870790,0.103693,0.013277,0.025517,0.067966,0.005815,1.000000
3.75799990,0.28799999,-0.08600000,59601.000000,3.769000,0.000000,2.000000,130.000000,9.000000,0.070960,5299.000000,1686.723999,0.581584,0.850528,0.807485,0.043043,0.070960,0.149472,0.071772,0.018301,1.000000
4.89499998,0.24800000,-0.20900001,59633.000000,4.901000,0.000000,1.000000,204.000000,13.000000,0.012133,6361.000000,2024.769165,0.712598,0.975769,0.948589,0.027180,0.012133,0.024231,0.068522,0.005829,1.000000
5.73999977,-0.05500000,-0.00300000,59707.000000,5.740000,0.000000,1.000000,99.000000,10.000000,0.011922,4468.000000,1422.208496,0.722796,0.976264,0.943478,0.032786,0.011922,0.023736,0.069756,0.006002,1.000000
4.92100000,-0.08100000,-0.20800000,59713.000000,4.921000,0.000000,1.000000,124.000000,13.000000,0.012502,6383.000000,2031.771973,0.719802,0.975317,0.924958,0.050359,0.012502,0.024683,0.068600,0.006183,1.000000
5.38800001,-0.34099999,-0.11200000,59747.000000,5.399000,0.000000,1.000000,47.000000,13.000000,0.012143,5137.000000,1635.157837,0.721757,0.976024,0.926474,0.049550,0.012143,0.023976,0.068899,0.006076,1.000000
4.42999983,-0.82800001,-0.17399999,59887.000000,4.507000,0.000000,1.000000,101.000000,14.000000,0.018113,6914.000000,2200.794434,0.693288,0.964526,0.887551,0.076975,0.018113,0.035474,0.068734,0.007762,1.000000
5.40199995,-2.18700004,-0.03300000,60130.000000,5.828000,0.000000,1.000000,150.000000,14.000000,0.013232,4232.000000,1347.087402,0.720490,0.973592,0.943012,0.030580,0.013232,0.026408,0.068112,0.006523,1.000000
2.97199988,-1.97200000,-0.03100000,60369.000000,3.567000,0.000000,2.000000,15.000000,6.000000,0.166975,468.000000,148.969025,0.770023,0.736366,0.051614,0.684752,0.166975,0.263634,0.581940,0.075440,1.000000
3.55900002,-2.41599989,-0.02800000,60382.000000,4.302000,0.000000,2.000000,37.000000,8.000000,0.208322,3146.000000,1001.402893,0.609242,0.478475,0.460402,0.018073,0.208322,0.521525,0.073941,0.051730,1.000000
2.37100005,-1.84300005,-0.06500000,60454.000000,3.003000,0.000000,2.000000,3.000000,4.000000,0.182044,135.000000,42.971832,0.805775,0.595993,0.411265,0.184728,0.182044,0.404007,0.181982,0.077636,1.000000
2.48200011,-1.94099998,-0.00200000,60468.000000,3.150000,0.000000,2.000000,32.000000,7.000000,0.176064,155.000000,49.338032,0.827088,0.596333,0.485399,0.110934,0.176064,0.403667,0.267965,0.079649,1.000000
2.47900009,-1.95200002,0.00000000,60473.000000,3.155000,0.000000,2.000000,6.000000,5.000000,0.171545,154.000000,49.019722,0.822683,0.610107,0.493044,0.117063,0.171545,0.389893,0.288272,0.077075,1.000000
4.21000004,-3.51600003,0.03600000,60506.000000,5.485000,0.000000,2.000000,11.000000,6.000000,0.143939,2804.000000,892.540894,0.722457,0.672932,0.618137,0.054794,0.143939,0.327068,0.084218,0.050822,1.000000
5.17600012,-4.42500019,-0.08000000,60509.000000,6.809000,0.000000,1.000000,236.000000,15.000000,0.023386,2837.000000,903.045105,0.734123,0.952842,0.922148,0.030695,0.023386,0.047158,0.072995,0.011393,1.000000
5.73699999,-4.86800003,0.06500000,60514.000000,7.524000,0.000000,1.000000,224.000000,15.000000,0.024072,2160.000000,687.549316,0.732336,0.952770,0.867526,0.085245,0.024072,0.047230,0.073304,0.011616,1.000000
2.29600000,-2.00000000,-0.04200000,60526.000000,3.044000,0.000000,2.000000,14.000000,6.000000,0.177200,132.000000,42.016903,0.803119,0.612466,0.411913,0.200554,0.177200,0.387534,0.242873,0.075455,1.000000
2.05299997,-1.79799998,-0.03900000,60530.000000,2.729000,0.000000,1.000000,214.000000,14.000000,0.155820,112.000000,35.650707,0.809815,0.694964,0.347544,0.347421,0.155820,0.305036,0.131577,0.070301,1.000000
2.07699990,-1.83099997,-0.03800000,60535.000000,2.769000,0.000000,2.000000,13.000000,6.000000,0.165316,113.000000,35.969017,0.811741,0.665755,0.353362,0.312393,0.165316,0.334245,0.139460,0.073736,1.000000
5.82000017,-4.95499992,0.38600001,60538.000000,7.644000,0.000000,1.000000,254.000000,15.000000,0.072040,1815.000000,577.732422,0.767873,0.849976,0.782451,0.067526,0.072040,0.150024,0.069211,0.032714,1.000000
5.48999977,-4.70300007,0.36700001,60543.000000,7.229000,0.000000,2.000000,22.000000,7.000000,0.100536,1947.000000,619.749329,0.766726,0.783393,0.721303,0.062090,0.100536,0.216607,0.078873,0.042682,1.000000
3.21499991,-2.77699995,0.21100000,60551.000000,4.248000,0.000000,2.000000,166.000000,11.000000,0.215616,175.000000,55.704227,0.906483,0.502593,0.312095,0.190499,0.215616,0.497407,0.034600,0.116751,1.000000
4.57000017,-3.98799992,0.31299999,60556.000000,6.065000,0.000000,2.000000,176.000000,11.000000,0.292468,1598.000000,508.659180,0.716568,0.201638,0.133012,0.068626,0.292468,0.798362,0.069200,0.094009,1.000000
5.53299999,-4.86499977,0.38699999,60562.000000,7.368000,0.000000,2.000000,3.000000,2.000000,0.115842,1810.000000,576.140869,0.769019,0.755105,0.624245,0.130861,0.115842,0.244895,0.080881,0.048321,1.000000
4.53399992,-4.17600012,0.21200000,60582.000000,6.164000,0.000000,2.000000,39.000000,8.000000,0.195463,2006.000000,638.529602,0.728888,0.517362,0.503927,0.013435,0.195463,0.482638,0.071435,0.067243,1.000000
3.87700009,-3.59100008,0.18000001,60587.000000,5.285000,0.000000,2.000000,94.000000,9.000000,0.213223,991.000000,315.445099,0.689034,0.606231,0.059214,0.547017,0.213223,0.393769,0.851610,0.068673,1.000000
4.90100002,-4.73199987,0.25999999,60611.000000,6.812000,0.000000,2.000000,6.000000,4.000000,0.136149,1956.000000,622.614136,0.762345,0.694156,0.634704,0.059452,0.136149,0.305844,0.081358,0.054061,1.000000
4.79600000,-4.65999985,0.25799999,60616.000000,6.687000,0.000000,2.000000,118.000000,9.000000,0.155548,1929.000000,614.019775,0.762780,0.651978,0.541347,0.110632,0.155548,0.348022,0.070623,0.060546,1.000000
4.36999989,-4.52799988,0.01500000,60635.000000,6.292000,0.000000,2.000000,6.000000,3.000000,0.108202,2427.000000,772.538086,0.738971,0.768277,0.678122,0.090155,0.108202,0.231723,0.075195,0.041886,1.000000
5.41900015,-5.76599979,0.36600000,60674.000000,7.913000,0.000000,2.000000,16.000000,7.000000,0.130983,1300.000000,413.802826,0.768580,0.713505,0.614285,0.099220,0.130983,0.286495,0.077094,0.053312,1.000000
4.58199978,-5.06199980,0.33300000,60698.000000,6.828000,0.000000,2.000000,10.000000,9.000000,0.272824,1263.000000,402.025360,0.724993,0.295115,0.173888,0.121226,0.272824,0.704885,0.170428,0.090011,1.000000
5.10400009,-6.04300022,0.11000000,60716.000000,7.910000,0.000000,1.000000,254.000000,15.000000,0.066003,1402.000000,446.270447,0.754661,0.867199,0.746456,0.120743,0.066003,0.132801,0.080478,0.029268,1.000000
5.22200012,-5.96700001,0.41299999,60719.000000,7.929000,0.000000,2.000000,109.000000,9.000000,0.197054,1048.000000,333.588745,0.767383,0.522801,0.467275,0.055526,0.197054,0.477199,0.103698,0.074831,1.000000
2.75799990,-3.25799990,0.22499999,60744.000000,4.269000,0.000000,2.000000,7.000000,6.000000,0.196173,119.000000,37.878876,0.876861,0.577957,0.307289,0.270668,0.196173,0.422043,0.200260,0.100561,1.000000
4.48999977,-5.60099983,0.12800001,60751.000000,7.179000,0.000000,2.000000,78.000000,9.000000,0.140328,1458.000000,464.095795,0.729238,0.697853,0.548853,0.149000,0.140328,0.302147,0.084236,0.050784,1.000000
4.71700001,-5.67299986,0.41299999,60754.000000,7.378000,0.000000,2.000000,31.000000,8.000000,0.274005,929.000000,295.709869,0.735989,0.270228,0.203808,0.066420,0.274005,0.729772,0.428792,0.092833,1.000000
3.55900002,-4.46299982,0.10000000,60757.000000,5.709000,0.000000,2.000000,11.000000,7.000000,0.215688,739.000000,235.231003,0.673686,0.590614,0.079273,0.511341,0.215688,0.409386,0.789775,0.065979,1.000000
4.19600010,-5.30399990,0.12700000,60762.000000,6.763000,0.000000,2.000000,3.000000,4.000000,0.202670,1314.000000,418.259186,0.695084,0.540086,0.349444,0.190642,0.202670,0.459914,0.102633,0.063795,1.000000
3.95799994,-5.04099989,0.25400001,60780.000000,6.409000,0.000000,2.000000,6.000000,6.000000,0.235573,573.000000,182.391556,0.722545,0.547531,0.015781,0.531750,0.235573,0.452469,0.836405,0.081694,1.000000
3.36899996,-4.58099985,0.14000000,60807.000000,5.687000,0.000000,2.000000,10.000000,7.000000,0.139781,131.000000,41.698593,0.884254,0.735496,0.363270,0.372226,0.139781,0.264504,0.258211,0.081340,1.000000
1.94599998,-2.53900003,0.25600001,60826.000000,3.199000,0.000000,1.000000,12.000000,5.000000,0.149816,76.000000,24.191551,0.698489,0.729197,0.265962,0.463235,0.149816,0.270803,0.124503,0.051088,1.000000
2.86800003,-4.00500011,0.33399999,60850.000000,4.926000,0.000000,2.000000,20.000000,7.000000,0.129387,87.000000,27.692959,0.811124,0.740888,0.484383,0.256505,0.129387,0.259112,0.258874,0.060117,1.000000
3.72000003,2.95099998,0.12300000,61216.000000,4.748000,0.000000,2.000000,52.000000,8.000000,0.164821,2199.000000,699.963440,0.507227,0.702983,0.208019,0.494964,0.164821,0.297017,0.087924,0.031861,1.000000
2.90700006,1.85800004,0.11500000,61334.000000,3.450000,0.000000,2.000000,46.000000,9.000000,0.212955,117.000000,37.242256,0.842248,0.487415,0.381847,0.105568,0.212955,0.512585,0.174440,0.097063,1.000000
5.31099987,3.24499989,0.20900001,61362.000000,6.223000,0.000000,1.000000,246.000000,15.000000,0.011683,4340.000000,1381.464844,0.703439,0.977201,0.905869,0.071332,0.011683,0.022799,0.108894,0.005423,1.000000
3.78900003,2.26699996,-0.04200000,61385.000000,4.416000,0.000000,2.000000,14.000000,6.000000,0.169001,3116.000000,991.853577,0.585675,0.618169,0.495685,0.122484,0.169001,0.381831,0.055835,0.040134,1.000000
5.05999994,2.93400002,-0.17800000,61408.000000,5.849000,0.000000,1.000000,254.000000,15.000000,0.009032,5283.000000,1681.631104,0.707365,0.982511,0.901391,0.081120,0.009032,0.017489,0.090443,0.004356,1.000000
5.96099997,3.08200002,0.18500000,61451.000000,6.711000,0.000000,1.000000,228.000000,15.000000,0.011698,3767.000000,1199.073364,0.718714,0.976733,0.942505,0.034228,0.011698,0.023267,0.095130,0.005793,1.000000
3.69199991,1.58399999,-0.00300000,61543.000000,4.018000,0.000000,2.000000,52.000000,7.000000,0.274861,2449.000000,779.540894,0.547308,0.373566,0.026229,0.347337,0.274861,0.626434,0.008317,0.056704,1.000000
3.99699998,1.65799999,-0.09500000,61563.000000,4.327000,0.000000,2.000000,6.000000,4.000000,0.095025,4423.000000,1407.884644,0.637711,0.793902,0.756683,0.037219,0.095025,0.206098,0.059855,0.028028,1.000000
4.94799995,1.73500001,-0.23999999,61634.000000,5.244000,0.000000,1.000000,254.000000,15.000000,0.014246,5610.000000,1785.718384,0.714789,0.971177,0.965590,0.005587,0.014246,0.028823,0.070117,0.006799,1.000000
5.13100004,1.74100006,-0.25000000,61646.000000,5.418000,0.000000,1.000000,254.000000,15.000000,0.010881,5358.000000,1705.504272,0.711940,0.978135,0.965801,0.012334,0.010881,0.021865,0.073122,0.005263,1.000000
4.19600010,1.10399997,-0.03700000,61722.000000,4.339000,0.000000,2.000000,128.000000,9.000000,0.058450,4973.000000,1582.955078,0.640696,0.877115,0.856624,0.020491,0.058450,0.122885,0.064286,0.018475,1.000000
5.59299994,1.43400002,-0.04600000,61730.000000,5.774000,0.000000,1.000000,32.000000,12.000000,0.015716,4614.000000,1468.681763,0.723799,0.968590,0.935716,0.032874,0.015716,0.031410,0.078576,0.007714,1.000000
3.35899997,0.76800001,-0.18200000,61765.000000,3.445000,0.000000,2.000000,6.000000,3.000000,0.146504,3768.000000,1199.391602,0.535235,0.725176,0.326227,0.398950,0.146504,0.274824,0.034339,0.030899,1.000000
3.36899996,0.72299999,-0.18400000,61782.000000,3.445000,0.000000,2.000000,14.000000,5.000000,0.136847,3933.000000,1251.912720,0.539691,0.748636,0.334101,0.414535,0.136847,0.251364,0.037256,0.029528,1.000000
3.82299995,0.52999997,-0.05000000,61869.000000,3.860000,0.000000,2.000000,15.000000,5.000000,0.073598,5230.000000,1664.760620,0.576460,0.843472,0.813725,0.029748,0.073598,0.156528,0.073028,0.018610,1.000000
4.65299988,0.09300000,-0.25900000,62011.000000,4.654000,0.000000,1.000000,180.000000,15.000000,0.013254,7124.000000,2267.639648,0.712771,0.973645,0.935724,0.037922,0.013254,0.026355,0.067065,0.006320,1.000000
5.32100010,0.10600000,-0.18000001,62012.000000,5.323000,0.000000,1.000000,18.000000,7.000000,0.012046,5438.000000,1730.969116,0.722964,0.975747,0.964908,0.010839,0.012046,0.024253,0.069720,0.006061,1.000000
5.45400000,0.08700000,-0.07000000,62017.000000,5.455000,0.000000,1.000000,31.000000,11.000000,0.014279,5024.000000,1599.188843,0.725347,0.971389,0.946580,0.024809,0.014279,0.028611,0.071119,0.007132,1.000000
4.42799997,-0.20900001,-0.15000001,62069.000000,4.433000,0.000000,1.000000,3.000000,7.000000,0.021806,6884.000000,2191.245117,0.702960,0.957551,0.861788,0.095763,0.021806,0.042449,0.067730,0.009513,1.000000
4.88299990,-0.63099998,-0.26100001,62157.000000,4.924000,0.000000,1.000000,162.000000,13.000000,0.012084,6498.000000,2068.377686,0.717017,0.975798,0.954446,0.021352,0.012084,0.024202,0.068232,0.005919,1.000000
3.92100000,-0.64700001,0.04100000,62207.000000,3.974000,0.000000,1.000000,168.000000,11.000000,0.085695,4610.000000,1467.408569,0.586688,0.821539,0.725583,0.095955,0.085695,0.178461,0.065180,0.022008,1.000000
5.74900007,-1.10399997,0.07500000,62237.000000,5.854000,0.000000,1.000000,168.000000,12.000000,0.010800,4162.000000,1324.805664,0.711242,0.978830,0.917786,0.061044,0.010800,0.021170,0.068639,0.005216,1.000000
3.40799999,-1.17600000,-0.16000000,62396.000000,3.606000,0.000000,2.000000,9.000000,5.000000,0.095072,4698.000000,1495.419800,0.571707,0.829127,0.455550,0.373576,0.095072,0.170873,0.038220,0.023464,1.000000
3.27900004,-1.20299995,-0.00600000,62431.000000,3.493000,0.000000,2.000000,8.000000,5.000000,0.270776,2195.000000,698.690186,0.482518,0.308723,0.170394,0.138328,0.270776,0.691277,0.110653,0.045511,1.000000
4.62900019,-2.12100005,0.13900000,62530.000000,5.092000,0.000000,2.000000,8.000000,4.000000,0.059061,3974.000000,1264.963501,0.683392,0.879276,0.802617,0.076660,0.059061,0.120724,0.068971,0.021281,1.000000
2.84299994,-1.39300001,-0.11100000,62543.000000,3.166000,0.000000,2.000000,25.000000,7.000000,0.169853,507.000000,161.383102,0.754272,0.691956,0.197504,0.494452,0.169853,0.308044,0.536930,0.066742,1.000000
3.10999990,-1.53900003,-0.11800000,62548.000000,3.470000,0.000000,2.000000,21.000000,7.000000,0.204982,2231.000000,710.149353,0.543167,0.544384,0.311481,0.232903,0.204982,0.455616,0.307810,0.042368,1.000000
3.45600009,-1.79700005,-0.12400000,62573.000000,3.895000,0.000000,2.000000,4.000000,3.000000,0.128515,4332.000000,1378.918335,0.606802,0.739408,0.506540,0.232868,0.128515,0.260592,0.048652,0.033584,1.000000
4.21700001,-2.25099993,-0.14200000,62585.000000,4.780000,0.000000,1.000000,142.000000,11.000000,0.037377,5478.000000,1743.701538,0.703255,0.924927,0.858357,0.066570,0.037377,0.075073,0.070566,0.015271,1.000000
4.81599998,-2.61500001,-0.15600000,62593.000000,5.480000,0.000000,1.000000,22.000000,8.000000,0.021011,4665.000000,1484.915527,0.726026,0.958207,0.905537,0.052670,0.021011,0.041793,0.068753,0.010054,1.000000
