X,Y,Z,__index,__rangexy,return_idx,num_returns,reflectance,elongation,Normal change rate (1),Number of neighbors (r=1),Surface density (r=1),Eigenentropy (1),Anisotropy (1),Planarity (1),Linearity (1),Surface variation (1),Sphericity (1),Verticality (1),3rd eigenvalue (1),Noise
5.29799986,-3.36599994,0.41499999,74509.000000,6.277000,0.000000,2.000000,142.000000,10.000000,0.126330,2273.000000,723.518372,0.745732,0.717947,0.668557,0.049390,0.126330,0.282053,0.072539,0.048523,1.000000
5.50699997,-3.67300010,0.45600000,74538.000000,6.620000,0.000000,2.000000,16.000000,6.000000,0.113386,2140.000000,681.183167,0.752371,0.748899,0.712368,0.036531,0.113386,0.251101,0.075191,0.045185,1.000000
4.69299984,-3.46799994,0.19000000,74581.000000,5.835000,0.000000,2.000000,63.000000,9.000000,0.133288,2658.000000,846.067627,0.733660,0.694694,0.679970,0.014723,0.133288,0.305306,0.079907,0.049082,1.000000
3.48499990,-2.60500002,0.13900000,74590.000000,4.351000,0.000000,2.000000,30.000000,8.000000,0.169330,800.000000,254.647903,0.666848,0.731681,0.047953,0.683728,0.169330,0.268319,0.983175,0.055837,1.000000
3.21000004,-2.43000007,0.13100000,74599.000000,4.026000,0.000000,2.000000,176.000000,11.000000,0.232770,187.000000,59.523949,0.912106,0.467091,0.223607,0.243484,0.232770,0.532909,0.134919,0.126786,1.000000
4.63700008,-3.41400003,0.54799998,74610.000000,5.758000,0.000000,1.000000,10.000000,5.000000,0.204083,451.000000,143.557755,0.818643,0.619958,0.102112,0.517846,0.204083,0.380042,0.716663,0.093288,1.000000
4.28700018,-3.26500010,0.40900001,74622.000000,5.389000,0.000000,2.000000,17.000000,7.000000,0.194736,549.000000,174.752121,0.778519,0.660052,0.065785,0.594267,0.194736,0.339948,0.601885,0.082686,1.000000
4.89300013,-3.74900007,0.60299999,74636.000000,6.165000,0.000000,2.000000,62.000000,9.000000,0.234338,678.000000,215.814102,0.744385,0.546576,0.028066,0.518509,0.234338,0.453424,0.831822,0.085887,1.000000
4.22499990,-3.25500011,0.52100003,74641.000000,5.333000,0.000000,2.000000,7.000000,7.000000,0.196144,193.000000,61.433807,0.900092,0.562975,0.354035,0.208941,0.196144,0.437025,0.024941,0.106549,1.000000
4.09299994,-3.40599990,0.21100000,74659.000000,5.325000,0.000000,2.000000,38.000000,8.000000,0.275750,1424.000000,453.273254,0.664616,0.338835,0.075368,0.263466,0.275750,0.661165,0.689442,0.078248,1.000000
3.15799999,-2.63899994,0.16000000,74664.000000,4.116000,0.000000,2.000000,5.000000,7.000000,0.225543,168.000000,53.476059,0.887075,0.422631,0.405165,0.017466,0.225543,0.577369,0.018776,0.114319,1.000000
7.20200014,-5.97100019,0.97100002,74688.000000,9.355000,0.000000,2.000000,28.000000,7.000000,0.065909,886.000000,282.022552,0.760077,0.859308,0.853258,0.006050,0.065909,0.140692,0.054610,0.029666,1.000000
2.93799996,-2.52800012,0.23999999,74695.000000,3.876000,0.000000,2.000000,54.000000,9.000000,0.196499,168.000000,53.476059,0.870925,0.582164,0.290735,0.291429,0.196499,0.417836,0.018117,0.099328,1.000000
3.01200008,-2.60999990,0.24900000,74700.000000,3.985000,0.000000,2.000000,28.000000,8.000000,0.206146,159.000000,50.611271,0.862374,0.516989,0.377025,0.139964,0.206146,0.483011,0.008416,0.099683,1.000000
6.74599981,-5.69999981,0.92600000,74703.000000,8.831000,0.000000,2.000000,4.000000,3.000000,0.099257,885.000000,281.704254,0.752891,0.786632,0.722911,0.063721,0.099257,0.213368,0.063739,0.040570,1.000000
4.23099995,-3.70099998,0.36199999,74706.000000,5.621000,0.000000,2.000000,123.000000,10.000000,0.190597,632.000000,201.171844,0.743824,0.674622,0.056399,0.618223,0.190597,0.325378,0.632659,0.074453,1.000000
3.34899998,-3.08699989,0.40099999,74751.000000,4.554000,0.000000,2.000000,2.000000,2.000000,0.194655,169.000000,53.794369,0.914477,0.570568,0.347254,0.223314,0.194655,0.429432,0.035416,0.110494,1.000000
4.84700012,-4.68800020,0.34599999,74758.000000,6.743000,0.000000,2.000000,17.000000,7.000000,0.210765,1664.000000,529.667664,0.767541,0.500822,0.370052,0.130770,0.210765,0.499178,0.073776,0.079483,1.000000
6.03800011,-5.66200018,0.75400001,74761.000000,8.277000,0.000000,2.000000,10.000000,6.000000,0.190693,922.000000,293.481720,0.771405,0.548640,0.464221,0.084420,0.190693,0.451360,0.039811,0.073544,1.000000
5.47700024,-5.33599997,0.40000001,74764.000000,7.647000,0.000000,2.000000,4.000000,3.000000,0.118587,1578.000000,502.292999,0.776143,0.739844,0.673488,0.066356,0.118587,0.260156,0.069497,0.050159,1.000000
6.94299984,-6.63700008,0.89300001,74775.000000,9.605000,0.000000,2.000000,20.000000,8.000000,0.076705,922.000000,293.481720,0.778045,0.856297,0.586030,0.270267,0.076705,0.143703,0.062158,0.036111,1.000000
5.81300020,-5.56300020,0.91200000,74789.000000,8.046000,0.000000,2.000000,45.000000,8.000000,0.252070,557.000000,177.298599,0.765073,0.424127,0.132824,0.291303,0.252070,0.575873,0.311060,0.093390,1.000000
3.15400004,-3.09299994,0.40900001,74797.000000,4.417000,0.000000,2.000000,10.000000,6.000000,0.185036,140.000000,44.563381,0.863388,0.641541,0.220319,0.421222,0.185036,0.358459,0.004734,0.095072,1.000000
4.38899994,-4.44700003,0.47000000,74805.000000,6.248000,0.000000,2.000000,49.000000,9.000000,0.187347,355.000000,113.000008,0.849106,0.674471,0.086511,0.587960,0.187347,0.325529,0.575164,0.098355,1.000000
7.49499989,-7.36399984,1.21599996,74807.000000,10.507000,1.000000,2.000000,6.000000,2.000000,0.056424,753.000000,239.687332,0.710648,0.905392,0.487524,0.417868,0.056424,0.094608,0.084530,0.023259,1.000000
3.32200003,-3.24399996,0.52399999,74808.000000,4.643000,0.000000,2.000000,4.000000,6.000000,0.149488,142.000000,45.200001,0.852940,0.723299,0.297596,0.425703,0.149488,0.276701,0.012198,0.078535,1.000000
7.73000002,-7.68900013,1.27300000,74817.000000,10.903000,0.000000,2.000000,6.000000,4.000000,0.038283,1063.000000,338.363403,0.728671,0.937131,0.516489,0.420643,0.038283,0.062869,0.097347,0.018019,1.000000
5.20900011,-5.45499992,0.59200001,74828.000000,7.542000,0.000000,2.000000,29.000000,8.000000,0.298273,950.000000,302.394379,0.746429,0.211654,0.066347,0.145307,0.298273,0.788346,0.821781,0.103413,1.000000
4.05299997,-4.16300011,0.56400001,74830.000000,5.810000,0.000000,2.000000,6.000000,5.000000,0.194467,179.000000,56.977467,0.876150,0.533009,0.467408,0.065601,0.194467,0.466991,0.003142,0.098370,1.000000
4.19099998,-4.33300018,0.58899999,74834.000000,6.028000,0.000000,2.000000,49.000000,8.000000,0.190979,175.000000,55.704227,0.889471,0.559417,0.425806,0.133611,0.190979,0.440583,0.020963,0.100779,1.000000
3.78800011,-4.15799999,0.34200001,74849.000000,5.625000,0.000000,2.000000,3.000000,6.000000,0.266091,166.000000,52.839439,0.889630,0.329229,0.179295,0.149934,0.266091,0.670771,0.065050,0.133129,1.000000
6.43499994,-7.01700020,0.98299998,74868.000000,9.521000,0.000000,2.000000,22.000000,7.000000,0.234047,574.000000,182.709869,0.745417,0.465197,0.215421,0.249776,0.234047,0.534803,0.156688,0.082855,1.000000
5.39599991,-5.77400017,0.96300000,74869.000000,7.903000,0.000000,2.000000,128.000000,11.000000,0.170257,111.000000,35.332397,0.837030,0.662647,0.306728,0.355919,0.170257,0.337353,0.055410,0.081506,1.000000
4.12900019,-4.43800020,0.73600000,74874.000000,6.062000,0.000000,2.000000,254.000000,15.000000,0.191190,153.000000,48.701412,0.865033,0.577034,0.366344,0.210690,0.191190,0.422966,0.025915,0.094816,1.000000
2.78299999,-3.05200005,0.41700000,74879.000000,4.130000,0.000000,2.000000,39.000000,7.000000,0.172420,121.000000,38.515495,0.827724,0.680783,0.212957,0.467826,0.172420,0.319217,0.050253,0.082345,1.000000
6.38100004,-7.09100008,0.99800003,74883.000000,9.539000,0.000000,2.000000,10.000000,5.000000,0.264618,504.000000,160.428177,0.747682,0.348433,0.159157,0.189276,0.264618,0.651567,0.273879,0.092852,1.000000
5.18300009,-5.93599987,0.67600000,74890.000000,7.880000,0.000000,2.000000,5.000000,5.000000,0.244240,507.000000,161.383102,0.742598,0.499567,0.048077,0.451490,0.244240,0.500433,0.913373,0.087429,1.000000
4.15500021,-4.93800020,0.56900001,74914.000000,6.454000,0.000000,2.000000,10.000000,7.000000,0.185621,150.000000,47.746483,0.893271,0.604494,0.339708,0.264786,0.185621,0.395506,0.105056,0.100736,1.000000
4.12699986,-4.96700001,0.57700002,74923.000000,6.458000,0.000000,2.000000,71.000000,9.000000,0.175714,147.000000,46.791553,0.888003,0.625026,0.384052,0.240973,0.175714,0.374974,0.119584,0.094862,1.000000
4.60699987,-5.69500017,0.52300000,74927.000000,7.325000,0.000000,2.000000,14.000000,9.000000,0.206621,431.000000,137.191559,0.768615,0.605307,0.120843,0.484464,0.206621,0.394693,0.935372,0.081518,1.000000
4.38500023,-5.45100021,0.50199997,74932.000000,6.996000,0.000000,2.000000,6.000000,6.000000,0.195661,214.000000,68.118317,0.865460,0.622276,0.175058,0.447218,0.195661,0.377724,0.791278,0.100603,1.000000
8.12899971,-10.14400005,1.48800004,74958.000000,12.999000,0.000000,1.000000,62.000000,8.000000,0.071621,122.000000,38.833805,0.601028,0.862034,0.650392,0.211642,0.071621,0.137966,0.034467,0.019692,1.000000
8.11800003,-10.19600010,1.50000000,74961.000000,13.033000,0.000000,1.000000,76.000000,9.000000,0.076368,105.000000,33.422539,0.582155,0.852722,0.633974,0.218748,0.076368,0.147278,0.044796,0.019681,1.000000
4.03800011,-5.18200016,0.62400001,74964.000000,6.570000,0.000000,2.000000,142.000000,10.000000,0.200163,122.000000,38.833805,0.854193,0.552155,0.341709,0.210446,0.200163,0.447845,0.165670,0.095603,1.000000
8.17199993,-10.32999992,1.52300000,74966.000000,13.171000,0.000000,1.000000,112.000000,10.000000,0.061887,87.000000,27.692959,0.603859,0.900827,0.404143,0.496684,0.061887,0.099173,0.048477,0.018187,1.000000
7.81199980,-9.86400032,1.71000004,74977.000000,12.583000,0.000000,2.000000,29.000000,7.000000,0.057110,187.000000,59.523949,0.653348,0.907269,0.438258,0.469012,0.057110,0.092731,0.062069,0.019747,1.000000
6.76100016,-8.58500004,1.48899996,74981.000000,10.927000,0.000000,2.000000,74.000000,9.000000,0.083722,801.000000,254.966217,0.578529,0.827082,0.719552,0.107530,0.083722,0.172918,0.204504,0.021033,1.000000
8.58100033,-11.04399967,1.92900002,74991.000000,13.986000,0.000000,2.000000,3.000000,4.000000,0.063067,60.000000,19.098593,0.711916,0.880207,0.659860,0.220347,0.063067,0.119793,0.068985,0.024785,1.000000
7.92799997,-10.26500034,1.79299998,74996.000000,12.970000,0.000000,2.000000,8.000000,6.000000,0.130741,80.000000,25.464790,0.518529,0.774695,0.272676,0.502020,0.130741,0.225305,0.055739,0.026874,1.000000
2.64000010,-3.67799997,0.36100000,75005.000000,4.527000,0.000000,2.000000,39.000000,8.000000,0.121983,77.000000,24.509861,0.766676,0.733830,0.649679,0.084151,0.121983,0.266170,0.229035,0.049998,1.000000
4.06899977,3.95099998,0.53200001,75211.000000,5.671000,0.000000,2.000000,4.000000,3.000000,0.023828,2718.000000,865.166260,0.542069,0.953473,0.859545,0.093928,0.023828,0.046527,0.116071,0.005926,1.000000
3.86100006,3.63100004,0.48400000,75232.000000,5.300000,0.000000,2.000000,3.000000,2.000000,0.085381,1785.000000,568.183105,0.429193,0.831450,0.636982,0.194468,0.085381,0.168550,0.102525,0.013118,1.000000
3.74099994,3.27900004,0.42899999,75277.000000,4.974000,0.000000,2.000000,8.000000,4.000000,0.142161,468.000000,148.969025,0.421846,0.767278,0.171585,0.595693,0.142161,0.232722,0.390188,0.021224,1.000000
5.04600000,3.57299995,0.46200001,75408.000000,6.183000,0.000000,1.000000,254.000000,15.000000,0.013692,3734.000000,1188.569092,0.668999,0.974045,0.843712,0.130333,0.013692,0.025955,0.130623,0.005498,1.000000
5.47100019,3.69700003,0.47799999,75436.000000,6.603000,0.000000,1.000000,232.000000,15.000000,0.010501,3871.000000,1232.177490,0.692553,0.980572,0.811255,0.169318,0.010501,0.019428,0.144426,0.004730,1.000000
6.07399988,3.91400003,0.66200000,75457.000000,7.225000,0.000000,1.000000,244.000000,15.000000,0.012290,3361.000000,1069.839478,0.708963,0.975510,0.943695,0.031815,0.012290,0.024490,0.148100,0.005806,1.000000
4.11000013,2.52500010,0.12400000,75503.000000,4.823000,0.000000,2.000000,16.000000,7.000000,0.185854,2362.000000,751.847900,0.580481,0.597179,0.361767,0.235412,0.185854,0.402821,0.049211,0.043229,1.000000
5.89799976,3.41599989,0.59100002,75518.000000,6.816000,0.000000,1.000000,254.000000,15.000000,0.015980,3160.000000,1005.859192,0.686452,0.968890,0.884615,0.084275,0.015980,0.031110,0.120684,0.006753,1.000000
6.08699989,3.02099991,0.12700000,75615.000000,6.795000,0.000000,1.000000,240.000000,15.000000,0.010267,3631.000000,1155.783203,0.716041,0.979600,0.946141,0.033459,0.010267,0.020400,0.090203,0.005085,1.000000
6.99300003,3.21000004,0.60799998,75638.000000,7.694000,0.000000,1.000000,234.000000,15.000000,0.009162,2506.000000,797.684570,0.708115,0.981921,0.937054,0.044867,0.009162,0.018079,0.097030,0.004422,1.000000
7.00299978,2.95799994,0.42399999,75681.000000,7.602000,0.000000,1.000000,216.000000,15.000000,0.009961,2525.000000,803.732422,0.711973,0.980303,0.937949,0.042354,0.009961,0.019697,0.082524,0.004858,1.000000
5.56300020,2.33599997,0.20600000,75688.000000,6.033000,0.000000,1.000000,254.000000,15.000000,0.023756,3706.000000,1179.656372,0.709072,0.954615,0.819701,0.134914,0.023756,0.045385,0.075480,0.010524,1.000000
6.15399981,2.58999991,0.09300000,75691.000000,6.677000,0.000000,1.000000,234.000000,15.000000,0.013688,3535.000000,1125.225464,0.727335,0.973589,0.876686,0.096903,0.013688,0.026411,0.074579,0.006950,1.000000
4.57399988,1.71899998,0.35600001,75727.000000,4.886000,0.000000,2.000000,58.000000,8.000000,0.279229,1241.000000,395.022552,0.562673,0.319317,0.076358,0.242960,0.279229,0.680683,0.756057,0.059851,1.000000
7.51999998,2.78099990,0.59299999,75735.000000,8.017000,0.000000,1.000000,202.000000,13.000000,0.009095,2120.000000,674.816956,0.718902,0.982090,0.933365,0.048725,0.009095,0.017910,0.074598,0.004615,1.000000
7.51900005,2.75300002,0.59200001,75738.000000,8.007000,0.000000,1.000000,218.000000,15.000000,0.009054,2118.000000,674.180298,0.719288,0.982097,0.941654,0.040443,0.009054,0.017903,0.073864,0.004603,1.000000
6.08599997,2.25999999,0.07100000,75743.000000,6.492000,0.000000,1.000000,238.000000,15.000000,0.011117,3595.000000,1144.323975,0.721287,0.978306,0.908113,0.070193,0.011117,0.021694,0.072308,0.005604,1.000000
5.10900021,1.63100004,0.26499999,75794.000000,5.363000,0.000000,2.000000,63.000000,8.000000,0.064920,3342.000000,1063.791626,0.663784,0.866206,0.793304,0.072902,0.064920,0.133794,0.080408,0.021749,1.000000
5.10599995,1.52400005,0.25900000,75819.000000,5.329000,0.000000,2.000000,18.000000,6.000000,0.063375,3396.000000,1080.980347,0.663233,0.866910,0.833854,0.033056,0.063375,0.133090,0.081131,0.021251,1.000000
5.93599987,1.63100004,0.42399999,75845.000000,6.155000,0.000000,2.000000,4.000000,2.000000,0.039820,2988.000000,951.109924,0.703855,0.918020,0.894795,0.023225,0.039820,0.081980,0.075478,0.016153,1.000000
5.90199995,1.30400002,0.02300000,75913.000000,6.044000,0.000000,1.000000,190.000000,15.000000,0.014655,4102.000000,1305.707153,0.721746,0.970736,0.938400,0.032336,0.014655,0.029264,0.075491,0.007186,1.000000
7.19199991,1.49000001,0.49000001,75924.000000,7.344000,0.000000,1.000000,230.000000,15.000000,0.010595,2301.000000,732.431030,0.713232,0.979244,0.917592,0.061652,0.010595,0.020756,0.068997,0.005171,1.000000
5.01999998,0.83200002,0.22300000,75976.000000,5.089000,0.000000,2.000000,12.000000,5.000000,0.052117,3963.000000,1261.462036,0.671403,0.893080,0.837700,0.055380,0.052117,0.106920,0.079869,0.018384,1.000000
5.55600023,0.80400002,0.36399999,76001.000000,5.614000,0.000000,1.000000,210.000000,15.000000,0.043556,3498.000000,1113.447998,0.693069,0.909953,0.887267,0.022686,0.043556,0.090047,0.072369,0.016847,1.000000
3.25900006,0.22100000,0.13000000,76097.000000,3.267000,0.000000,2.000000,22.000000,5.000000,0.200487,153.000000,48.701412,0.881382,0.559732,0.315454,0.244278,0.200487,0.440268,0.083206,0.103300,1.000000
2.34299994,0.15099999,0.08800000,76102.000000,2.348000,0.000000,2.000000,7.000000,3.000000,0.191714,75.000000,23.873241,0.772470,0.633400,0.179021,0.454379,0.191714,0.366600,0.050197,0.076799,1.000000
6.91800022,0.44499999,0.44499999,76103.000000,6.932000,0.000000,1.000000,51.000000,14.000000,0.011879,2711.000000,862.938049,0.719389,0.976431,0.937016,0.039414,0.011879,0.023569,0.070427,0.005892,1.000000
4.14400005,0.04300000,0.08400000,76169.000000,4.144000,0.000000,2.000000,7.000000,4.000000,0.072881,4326.000000,1377.008545,0.597595,0.848118,0.780212,0.067907,0.072881,0.151882,0.066489,0.019692,1.000000
4.15399981,0.03000000,0.08500000,76174.000000,4.154000,0.000000,2.000000,13.000000,6.000000,0.071790,4344.000000,1382.738159,0.600722,0.850846,0.779326,0.071520,0.071790,0.149154,0.066513,0.019618,1.000000
6.47200012,-0.14000000,0.27700001,76211.000000,6.473000,0.000000,1.000000,108.000000,9.000000,0.011898,3225.000000,1026.549316,0.718317,0.976341,0.941171,0.035170,0.011898,0.023659,0.071008,0.005872,1.000000
3.71300006,-0.09100000,0.23100001,76216.000000,3.714000,0.000000,2.000000,102.000000,9.000000,0.252020,313.000000,99.630989,0.797094,0.447382,0.087519,0.359863,0.252020,0.552618,0.741770,0.102006,1.000000
2.74499989,-0.07500000,0.16700000,76222.000000,2.746000,0.000000,2.000000,22.000000,5.000000,0.173185,120.000000,38.197186,0.827331,0.621482,0.428594,0.192888,0.173185,0.378518,0.166607,0.078950,1.000000
6.11499977,-0.31200001,0.13699999,76244.000000,6.123000,0.000000,1.000000,8.000000,8.000000,0.011509,3752.000000,1194.298706,0.720286,0.977321,0.925206,0.052115,0.011509,0.022679,0.069790,0.005752,1.000000
5.65600014,-0.31099999,0.00500000,76247.000000,5.665000,0.000000,1.000000,16.000000,8.000000,0.013752,4546.000000,1447.036743,0.725458,0.972509,0.944097,0.028411,0.013752,0.027491,0.069670,0.006901,1.000000
5.00699997,-0.37799999,0.32300001,76276.000000,5.021000,0.000000,1.000000,47.000000,7.000000,0.058995,3510.000000,1117.267700,0.662223,0.878190,0.821131,0.057059,0.058995,0.121810,0.066391,0.019909,1.000000
5.99800014,-0.98000002,0.15300000,76376.000000,6.077000,0.000000,1.000000,15.000000,9.000000,0.012071,3781.000000,1203.529663,0.715867,0.975900,0.948347,0.027553,0.012071,0.024100,0.067757,0.005884,1.000000
5.44099998,-0.95400000,0.02200000,76387.000000,5.524000,0.000000,1.000000,18.000000,9.000000,0.014524,4709.000000,1498.921265,0.715356,0.971757,0.888151,0.083606,0.014524,0.028243,0.066572,0.006948,1.000000
5.53299999,-1.00800002,0.02400000,76395.000000,5.624000,0.000000,1.000000,49.000000,14.000000,0.013456,4547.000000,1447.354980,0.714590,0.973604,0.908903,0.064701,0.013456,0.026396,0.066661,0.006461,1.000000
4.62699986,-1.05400002,0.22499999,76457.000000,4.745000,0.000000,2.000000,144.000000,10.000000,0.055335,4056.000000,1291.064819,0.633083,0.883257,0.876281,0.006975,0.055335,0.116743,0.068615,0.017192,1.000000
5.79600000,-1.76100004,0.06200000,76535.000000,6.058000,0.000000,1.000000,168.000000,15.000000,0.006075,3853.000000,1226.447998,0.704946,0.987788,0.985820,0.001968,0.006075,0.012212,0.067343,0.002972,1.000000
5.49100018,-1.76699996,0.06400000,76554.000000,5.768000,0.000000,1.000000,196.000000,13.000000,0.008970,4258.000000,1355.363403,0.708155,0.982291,0.938937,0.043354,0.008970,0.017709,0.065751,0.004337,1.000000
4.65000010,-1.46000004,0.25299999,76557.000000,4.873000,0.000000,2.000000,4.000000,2.000000,0.059262,3709.000000,1180.611328,0.632912,0.875816,0.847149,0.028667,0.059262,0.124184,0.066215,0.018259,1.000000
6.59299994,-2.21399999,0.37799999,76580.000000,6.955000,0.000000,1.000000,37.000000,9.000000,0.010792,2584.000000,822.512695,0.713288,0.978474,0.951557,0.026918,0.010792,0.021526,0.067022,0.005255,1.000000
5.33799982,-1.76900005,0.41800001,76582.000000,5.624000,0.000000,2.000000,10.000000,5.000000,0.039136,3070.000000,977.211304,0.668887,0.920768,0.866086,0.054682,0.039136,0.079232,0.062727,0.014181,1.000000
4.07000017,-1.41100001,0.04900000,76584.000000,4.308000,0.000000,2.000000,21.000000,7.000000,0.068287,4819.000000,1533.935303,0.632125,0.855567,0.826219,0.029348,0.068287,0.144433,0.071803,0.020640,1.000000
5.78999996,-2.10599995,0.47299999,76620.000000,6.161000,0.000000,2.000000,6.000000,4.000000,0.029110,2821.000000,897.952148,0.694369,0.940416,0.927662,0.012755,0.029110,0.059584,0.067327,0.011891,1.000000
6.36899996,-2.61999989,0.55199999,76672.000000,6.886000,0.000000,1.000000,254.000000,15.000000,0.032792,2332.000000,742.298645,0.729510,0.933704,0.889124,0.044580,0.032792,0.066296,0.066113,0.014955,1.000000
6.15299988,-2.94799995,0.57700002,76745.000000,6.823000,0.000000,2.000000,8.000000,5.000000,0.048850,2205.000000,701.873291,0.731093,0.900203,0.843352,0.056850,0.048850,0.099797,0.062783,0.021073,1.000000
5.94000006,-2.98600006,0.57200003,76770.000000,6.648000,0.000000,2.000000,11.000000,5.000000,0.072124,2189.000000,696.780334,0.735584,0.849188,0.789382,0.059806,0.072124,0.150812,0.064512,0.029597,1.000000
4.30200005,-2.30699992,0.32699999,76797.000000,4.881000,0.000000,2.000000,32.000000,7.000000,0.273888,1809.000000,575.822571,0.597140,0.254938,0.230196,0.024742,0.273888,0.745062,0.175223,0.064469,1.000000
5.69999981,-3.08699989,0.44200000,76802.000000,6.482000,0.000000,2.000000,3.000000,2.000000,0.062762,2469.000000,785.907104,0.736058,0.869465,0.818771,0.050694,0.062762,0.130535,0.073952,0.026402,1.000000
4.72499990,-2.84899998,0.17000000,76845.000000,5.517000,0.000000,2.000000,8.000000,5.000000,0.088704,3203.000000,1019.546509,0.721838,0.809400,0.767524,0.041876,0.088704,0.190600,0.075326,0.033745,1.000000
4.83300018,-3.04999995,0.42500001,76888.000000,5.715000,0.000000,2.000000,154.000000,10.000000,0.232945,1849.000000,588.554993,0.687750,0.412642,0.346732,0.065910,0.232945,0.587358,0.074626,0.070679,1.000000
3.85999990,-2.53399992,0.34999999,76913.000000,4.617000,0.000000,2.000000,5.000000,7.000000,0.179239,180.000000,57.295776,0.898393,0.630189,0.323607,0.306582,0.179239,0.369811,0.004656,0.100181,1.000000
5.27299976,-3.49499989,0.49000001,76918.000000,6.326000,0.000000,2.000000,7.000000,5.000000,0.171768,1911.000000,608.290161,0.733446,0.601743,0.522066,0.079677,0.171768,0.398257,0.063741,0.060884,1.000000
5.13800001,-3.42799997,0.47999999,76923.000000,6.177000,0.000000,2.000000,8.000000,5.000000,0.202724,1811.000000,576.459167,0.719970,0.512050,0.431063,0.080988,0.202724,0.487950,0.055204,0.067881,1.000000
4.57700014,-3.11500001,0.31999999,76927.000000,5.536000,0.000000,2.000000,10.000000,6.000000,0.229204,1956.000000,622.614136,0.675072,0.413716,0.385344,0.028372,0.229204,0.586284,0.142633,0.067359,1.000000
6.14300013,-4.13100004,0.58200002,76929.000000,7.402000,0.000000,2.000000,28.000000,7.000000,0.077237,1857.000000,591.101440,0.760439,0.833018,0.827978,0.005040,0.077237,0.166982,0.069372,0.033786,1.000000
5.87699986,-4.03399992,0.41999999,76932.000000,7.128000,0.000000,1.000000,254.000000,15.000000,0.067284,2160.000000,687.549316,0.759519,0.856284,0.848536,0.007748,0.067284,0.143716,0.072466,0.030114,1.000000
3.69600010,-2.49300003,0.43799999,76943.000000,4.459000,0.000000,2.000000,35.000000,8.000000,0.155941,156.000000,49.656342,0.849733,0.687750,0.377856,0.309893,0.155941,0.312250,0.010580,0.078268,1.000000
3.02800012,-2.05200005,0.35699999,76948.000000,3.658000,0.000000,2.000000,19.000000,7.000000,0.180318,170.000000,54.112679,0.876529,0.620502,0.345615,0.274887,0.180318,0.379498,0.091884,0.094057,1.000000
6.00699997,-4.41599989,0.46900001,76975.000000,7.455000,0.000000,2.000000,3.000000,2.000000,0.061565,1961.000000,624.205688,0.756008,0.872536,0.815462,0.057074,0.061565,0.127464,0.072583,0.027712,1.000000
2.93000007,-2.21799994,0.15000001,76986.000000,3.675000,0.000000,2.000000,142.000000,10.000000,0.202490,186.000000,59.205639,0.886214,0.561900,0.287359,0.274541,0.202490,0.438100,0.154601,0.105875,1.000000
4.45300007,-3.30200005,0.57900000,77003.000000,5.544000,0.000000,2.000000,25.000000,8.000000,0.201362,191.000000,60.797188,0.885000,0.547730,0.341515,0.206214,0.201362,0.452270,0.041115,0.104327,1.000000
5.36600018,-4.19299984,0.30899999,77004.000000,6.811000,0.000000,1.000000,9.000000,2.000000,0.094779,2253.000000,717.152161,0.761922,0.795443,0.749133,0.046310,0.094779,0.204557,0.082883,0.040101,1.000000
5.05600023,-3.85999990,0.54299998,77011.000000,6.361000,0.000000,2.000000,10.000000,6.000000,0.311138,1245.000000,396.295807,0.703010,0.122805,0.064918,0.057888,0.311138,0.877195,0.048171,0.096408,1.000000
5.32900000,-4.71099997,0.38400000,77082.000000,7.113000,0.000000,2.000000,3.000000,2.000000,0.129425,1860.000000,592.056396,0.767992,0.706484,0.680812,0.025672,0.129425,0.293516,0.089982,0.052638,1.000000
4.62699986,-4.40199995,0.50599998,77140.000000,6.387000,0.000000,2.000000,2.000000,5.000000,0.214910,635.000000,202.126770,0.781886,0.599549,0.062440,0.537109,0.214910,0.400451,0.565275,0.088607,1.000000
6.68400002,-6.27099991,0.91799998,77142.000000,9.166000,0.000000,2.000000,7.000000,4.000000,0.142302,762.000000,242.552124,0.767626,0.672413,0.646883,0.025530,0.142302,0.327587,0.064808,0.056872,1.000000
6.71700001,-6.42899990,1.13699996,77167.000000,9.298000,0.000000,2.000000,6.000000,4.000000,0.262251,488.000000,155.335220,0.723466,0.324160,0.225397,0.098763,0.262251,0.675840,0.015233,0.086390,1.000000
5.38800001,-5.18400002,0.91399997,77172.000000,7.477000,0.000000,2.000000,55.000000,10.000000,0.238185,189.000000,60.160568,0.921451,0.435704,0.240553,0.195150,0.238185,0.564296,0.471378,0.131977,1.000000
1.80200005,-1.75300002,0.24500000,77176.000000,2.514000,0.000000,2.000000,128.000000,9.000000,0.143748,73.000000,23.236622,0.699875,0.754823,0.215246,0.539577,0.143748,0.245177,0.057634,0.050538,1.000000
1.78900003,-1.75199997,0.24500000,77180.000000,2.504000,0.000000,2.000000,74.000000,8.000000,0.135534,74.000000,23.554932,0.706919,0.777863,0.194706,0.583158,0.135534,0.222137,0.058491,0.049918,1.000000
4.29600000,-4.37799978,0.51800001,77189.000000,6.134000,0.000000,2.000000,23.000000,8.000000,0.224275,170.000000,54.112679,0.887824,0.478255,0.282869,0.195386,0.224275,0.521745,0.036614,0.114704,1.000000
5.06599998,-5.17399979,0.76800001,77203.000000,7.242000,0.000000,2.000000,9.000000,6.000000,0.245127,253.000000,80.532402,0.888376,0.504756,0.029869,0.474888,0.245127,0.495244,0.619049,0.129603,1.000000
